#{"t_start": 1789746057.7703824, "env_id": "None"}
r,l,t
-117.1,50,684.889123
-79.1,50,685.971787
-114.4,50,686.363065
-268.8,50,686.855631
-257.4,50,687.898241
-125.6,50,688.331778
-97.7,50,689.363047
-275.9,50,689.781898
-116.1,50,690.185647
-94.8,50,691.140831
-322.0,50,691.587751
-306.6,50,692.557697
-90.7,50,693.031357
-117.5,50,693.47233
-90.2,50,694.477795
-89.2,50,695.029197
-105.9,50,696.130583
-105.0,50,696.598877
-122.2,50,697.073621
-76.3,50,698.178296
-228.9,50,698.598937
-102.6,50,698.979591
-120.1,50,700.076024
-99.7,50,700.558517
-88.2,50,701.525703
-178.6,50,702.01156
-64.0,50,702.503682
-218.0,50,703.54002
-232.0,50,703.958534
-98.2,50,704.883763
-101.7,50,705.352527
-72.4,50,705.773831
-77.3,50,706.82516
-89.0,50,707.254092
-232.3,50,708.272843
-90.5,50,708.788989
-112.6,50,709.249527
-291.6,50,710.23759
-103.0,50,710.793612
-70.3,50,711.838854
-107.9,50,712.28345
-104.8,50,712.807969
-95.6,50,713.785732
-89.1,50,714.23181
-90.0,50,714.640873
-113.1,50,715.887191
-183.3,50,716.337522
-109.1,50,717.349878
-92.8,50,717.748082
-290.8,50,718.105099
-80.0,50,719.051001
-335.5,50,719.524066
-114.8,50,720.501132
-279.9,50,720.944219
-101.3,50,721.422135
-269.3,50,722.568783
-124.4,50,723.022573
-112.7,50,724.035655
-107.2,50,724.488494
-89.1,50,725.060839
-88.4,50,726.162127
-98.1,50,726.557044
-101.7,50,727.057245
-89.0,50,728.123024
-317.7,50,728.538457
-131.7,50,729.653528
-96.5,50,730.069416
-236.4,50,730.441281
-130.0,50,731.420655
-122.8,50,731.895922
-81.6,50,733.051474
-120.9,50,733.537102
-123.2,50,733.945182
-68.6,50,735.010107
-101.9,50,735.581463
-102.9,50,736.671567
-97.3,50,737.129463
-252.0,50,737.570416
-100.4,50,738.605024
-183.4,50,739.017883
-108.1,50,740.131847
-273.8,50,740.580115
-92.4,50,741.043294
-100.5,50,742.143005
-117.1,50,742.606975
-111.2,50,743.029351
-99.8,50,744.067246
-270.1,50,744.493863
-309.6,50,745.603016
-312.7,50,746.04194
-117.0,50,746.474983
-286.8,50,747.490069
-215.2,50,747.910459
-78.0,50,748.817977
-72.0,50,749.21686
-313.0,50,749.571761
-251.9,50,750.47404
-130.0,50,750.919218
-321.6,50,751.940229
-104.4,50,752.32078
-306.5,50,752.75758
-243.1,50,753.766135
-257.8,50,754.283403
-96.5,50,755.203171
-130.2,50,755.603721
-220.1,50,756.025929
-83.4,50,757.036834
-103.3,50,757.48563
-100.3,50,757.86778
-271.4,50,758.942939
-140.8,50,759.38722
-126.8,50,760.487028
-304.6,50,760.899821
-180.3,50,761.385314
-248.4,50,762.389736
-297.5,50,762.818573
-95.7,50,764.007985
-104.8,50,764.463278
-99.1,50,764.919397
-107.1,50,765.909918
-300.1,50,766.397007
-291.2,50,767.425935
-287.5,50,767.825586
-84.0,50,768.275509
-112.5,50,769.270781
-96.8,50,769.727837
-328.9,50,770.197194
-146.5,50,771.322735
-109.1,50,771.750664
-86.6,50,772.968237
-278.0,50,773.449141
-184.2,50,773.913785
-119.8,50,775.02093
-115.2,50,775.513439
-308.2,50,776.649643
-110.3,50,777.135794
-208.7,50,777.610424
-115.5,50,778.638106
-86.0,50,779.113848
-342.9,50,780.137588
-126.1,50,780.583101
-319.1,50,781.000702
-282.3,50,781.96155
-94.9,50,782.394022
-92.6,50,783.503992
-92.8,50,784.171268
-252.1,50,784.580442
-112.2,50,785.503458
-122.5,50,785.952077
-100.9,50,786.368766
-111.4,50,787.411963
-226.4,50,787.890662
-310.6,50,789.049674
-109.7,50,789.497125
-128.5,50,790.040631
-188.3,50,791.142157
-246.2,50,791.559952
-286.7,50,792.640857
-74.2,50,793.051982
-96.0,50,793.541698
-123.5,50,794.398135
-104.9,50,794.934053
-86.8,50,796.047516
-304.9,50,796.45324
-163.6,50,796.934268
-357.9,50,798.003811
-96.6,50,798.450048
-222.5,50,799.578098
-162.1,50,800.04274
-105.5,50,800.467182
-176.0,50,801.560399
-118.0,50,802.009849
-115.8,50,802.524818
-125.1,50,803.67599
-89.8,50,804.316817
-160.8,50,805.370211
-225.2,50,805.899368
-70.3,50,806.387378
-109.4,50,807.378383
-98.2,50,807.834116
-105.1,50,808.98753
-110.7,50,809.418529
-280.7,50,809.923362
-83.0,50,811.05159
-277.2,50,811.53578
-193.2,50,812.541524
-274.6,50,813.050745
-138.1,50,813.444456
-329.6,50,814.524682
-210.7,50,815.02896
-311.6,50,815.517047
-248.9,50,816.594201
-104.5,50,817.044149
-99.8,50,818.013601
-94.0,50,818.437366
-84.0,50,818.835967
-139.1,50,819.754706
-249.9,50,820.175676
-101.2,50,821.27114
-190.9,50,821.711648
-94.9,50,822.223448
-55.6,50,823.22187
-200.3,50,823.835398
-110.0,50,824.875401
-313.1,50,825.305651
-234.6,50,825.799057
-148.8,50,826.866825
-149.8,50,827.278609
-225.8,50,828.363436
-96.1,50,828.882724
-98.9,50,829.334482
-302.7,50,830.271814
-97.7,50,830.74084
-126.5,50,831.270597
-94.9,50,832.34601
-82.6,50,832.824013
-126.7,50,833.943797
-259.6,50,834.346408
-113.1,50,834.798366
-319.0,50,835.800627
-92.6,50,836.215794
-109.6,50,837.43531
-112.4,50,837.893004
-111.5,50,838.350862
-86.6,50,839.416587
-74.1,50,839.833653
-102.2,50,840.939346
-235.8,50,841.391236
-314.8,50,841.806226
-79.3,50,842.815519
-82.1,50,843.22371
-329.0,50,844.330901
-102.3,50,844.761034
-135.5,50,845.122802
-104.3,50,845.738304
-72.5,50,845.889642
-106.8,50,846.09659
-125.3,50,846.505246
-97.0,50,846.673932
-258.1,50,847.041653
-70.2,50,847.192877
-87.0,50,847.338891
-75.8,50,847.686874
-98.0,50,847.831565
-97.8,50,848.254448
-130.2,50,848.397432
-72.5,50,848.57275
-307.3,50,848.916706
-77.5,50,849.057726
-108.9,50,849.395595
-110.7,50,849.532113
-294.4,50,849.670013
-100.9,50,850.003159
-216.7,50,850.140498
-246.9,50,850.294436
-132.0,50,850.64125
-80.6,50,850.779229
-110.8,50,851.158455
-85.4,50,851.315632
-87.8,50,851.557084
-94.6,50,851.926804
-101.3,50,852.073442
-80.0,50,852.415859
-82.7,50,852.548225
-84.1,50,852.689342
-101.6,50,853.019119
-68.7,50,853.150675
-63.8,50,853.472977
-78.0,50,853.67854
-91.7,50,853.894824
-294.2,50,854.317493
-80.4,50,854.553977
-85.0,50,855.04251
-107.7,50,855.289617
-99.4,50,855.484521
-91.1,50,855.857608
-86.2,50,856.034304
-81.2,50,856.195304
-75.6,50,856.712316
-77.0,50,856.956079
-100.0,50,857.356328
-69.9,50,857.532518
-81.6,50,857.713229
-75.6,50,858.13288
-126.0,50,858.381774
-103.7,50,859.032335
-102.1,50,859.312821
-189.1,50,859.591407
-227.2,50,859.997882
-112.1,50,860.207415
-92.9,50,860.639571
-101.4,50,860.811272
-352.3,50,861.009385
-74.1,50,861.460112
-88.0,50,861.624348
-88.9,50,862.068231
-107.7,50,862.285838
-88.4,50,862.508611
-67.8,50,863.048468
-96.2,50,863.233065
-288.8,50,863.427538
-92.7,50,863.992059
-288.6,50,864.36394
-93.9,50,864.942381
-222.9,50,865.181414
-69.3,50,865.399074
-75.7,50,865.884557
-63.7,50,866.056802
-124.1,50,866.506296
-95.3,50,866.718451
-110.5,50,866.912649
-93.9,50,867.39444
-84.1,50,867.627727
-118.7,50,868.141523
-83.0,50,868.33964
-175.1,50,868.556098
-100.2,50,869.127088
-100.6,50,869.38298
-55.8,50,869.609535
-82.3,50,870.26816
-121.8,50,870.491736
-76.6,50,871.093636
-70.1,50,871.37002
-73.8,50,871.622279
-84.1,50,872.326819
-169.4,50,872.516602
-87.1,50,873.065008
-82.3,50,873.3729
-96.3,50,873.672192
-73.1,50,874.19454
-112.0,50,874.531387
-100.8,50,875.048867
-60.8,50,875.290568
-76.3,50,875.483547
-105.6,50,876.051237
-69.9,50,876.271362
-57.7,50,876.751597
-94.6,50,877.032282
-90.9,50,877.324562
-92.5,50,878.008674
-106.9,50,878.2924
-95.1,50,878.599281
-92.3,50,879.153218
-86.6,50,879.3588
-108.5,50,880.031326
-80.5,50,880.203854
-109.0,50,880.385826
-107.8,50,880.946926
-115.2,50,881.150329
-107.7,50,881.627035
-81.9,50,881.809869
-97.4,50,881.958698
-87.6,50,882.366578
-113.7,50,882.548533
-87.8,50,882.964483
-126.7,50,883.130112
-84.6,50,883.277375
-61.9,50,883.662778
-111.1,50,883.854703
-100.5,50,884.324279
-94.4,50,884.466679
-95.8,50,884.624685
-102.7,50,885.069108
-95.0,50,885.219877
-85.3,50,885.37125
-69.5,50,885.719612
-77.7,50,885.864076
-85.7,50,886.237339
-89.7,50,886.406183
-192.2,50,886.558594
-85.0,50,886.92481
-87.9,50,887.085017
-80.6,50,887.451182
-87.6,50,887.686076
-90.5,50,887.836923
-108.1,50,888.17594
-76.8,50,888.317073
-83.5,50,888.672042
-100.3,50,888.816878
-106.1,50,888.965783
-75.8,50,889.392668
-92.1,50,889.547947
-82.6,50,889.692012
-93.0,50,890.049729
-70.7,50,890.227265
-102.7,50,890.620651
-87.9,50,890.821273
-88.2,50,891.114011
-58.6,50,891.505753
-85.6,50,891.664135
-96.9,50,892.01593
-70.0,50,892.209911
-70.5,50,892.349001
-75.8,50,892.742399
-79.9,50,892.88422
-86.8,50,893.266815
-115.2,50,893.411234
-70.5,50,893.560152
-79.0,50,893.962422
-63.0,50,894.146771
-64.3,50,894.492877
-83.5,50,894.726542
-119.9,50,894.86722
-72.1,50,895.208935
-76.8,50,895.35301
-77.5,50,895.491385
-68.0,50,895.899976
-76.6,50,896.063244
-100.1,50,896.420109
-71.4,50,896.566457
-81.9,50,896.710723
-71.0,50,897.100801
-82.0,50,897.257822
-83.3,50,897.654408
-76.3,50,897.802212
-74.8,50,898.064949
-61.2,50,898.509459
-113.6,50,898.700301
-67.6,50,899.115017
-90.6,50,899.258227
-62.0,50,899.441819
-61.0,50,899.791958
-63.9,50,899.932112
-80.6,50,900.284997
-61.2,50,900.441767
-72.5,50,900.581814
-78.9,50,900.925824
-80.9,50,901.078708
-73.3,50,901.307715
-92.9,50,901.654576
-69.0,50,901.809999
-73.6,50,902.17854
-72.6,50,902.338657
-70.4,50,902.487782
-92.7,50,902.823593
-70.6,50,902.984765
-75.0,50,903.3436
-71.9,50,903.510405
-67.2,50,903.659976
-72.8,50,904.024055
-71.9,50,904.187001
-64.7,50,904.532151
-70.2,50,904.686885
-77.3,50,904.909672
-58.0,50,905.243936
-92.2,50,905.389556
-92.9,50,905.536062
-80.0,50,905.877084
-69.5,50,906.036987
-73.1,50,906.37719
-75.0,50,906.525892
-64.9,50,906.671044
-87.2,50,907.011545
-69.0,50,907.15396
-49.6,50,907.485462
-52.6,50,907.627137
-68.8,50,907.773082
-61.0,50,908.17972
-67.3,50,908.318892
-68.3,50,908.645107
-71.7,50,908.780234
-63.8,50,908.91738
-71.2,50,909.251594
-68.0,50,909.390554
-54.2,50,909.727134
-75.2,50,909.871699
-71.7,50,910.008791
-70.4,50,910.331761
-51.2,50,910.468455
-64.5,50,910.601083
-149.6,50,910.921449
-60.9,50,911.055901
-66.8,50,911.485654
-65.5,50,911.618891
-59.7,50,911.756219
-43.8,50,912.084134
-58.2,50,912.230583
-70.8,50,912.566609
-62.2,50,912.701612
-79.0,50,912.84024
-55.9,50,913.172203
-105.6,50,913.311572
-76.1,50,913.651367
-69.3,50,913.80409
-79.2,50,913.958571
-62.9,50,914.293265
-70.8,50,914.512656
-76.2,50,914.850071
-63.0,50,914.989133
-76.3,50,915.134169
-60.9,50,915.470088
-67.6,50,915.61288
-61.9,50,915.764161
-71.5,50,916.122692
-56.1,50,916.278327
-71.8,50,916.622078
-64.9,50,916.762972
-71.5,50,916.901118
-67.3,50,917.251198
-68.0,50,917.424828
-64.0,50,917.77098
-64.2,50,918.008443
-56.2,50,918.168341
-66.2,50,918.538223
-56.2,50,918.687236
-60.9,50,919.022589
-62.5,50,919.158935
-75.1,50,919.303679
-59.9,50,919.635997
-82.3,50,919.772128
-65.9,50,919.906771
-62.1,50,920.238623
-62.2,50,920.380947
-71.9,50,920.70787
-107.0,50,920.843042
-58.5,50,921.062583
-67.9,50,921.390414
-56.6,50,921.527733
-47.8,50,921.853724
-59.7,50,921.994743
-55.0,50,922.130119
-66.7,50,922.454223
-50.1,50,922.590712
-61.8,50,922.924747
-60.4,50,923.067046
-65.8,50,923.208577
-61.5,50,923.54052
-69.0,50,923.677426
-56.1,50,924.009413
-57.3,50,924.145783
-77.1,50,924.285782
-57.1,50,924.705692
-55.5,50,924.846123
-65.5,50,924.986749
-58.3,50,925.313568
-49.0,50,925.447432
-52.5,50,925.771076
-47.1,50,925.90827
-52.4,50,926.04818
-59.3,50,926.376719
-39.5,50,926.514249
-53.4,50,926.844354
-51.1,50,926.987654
-53.3,50,927.126101
-55.1,50,927.452756
-47.5,50,927.675191
-68.8,50,927.995771
-47.8,50,928.129649
-57.8,50,928.269604
-58.1,50,928.604728
-54.9,50,928.74007
-42.2,50,929.072705
-74.1,50,929.206351
-63.9,50,929.340309
-54.5,50,929.668011
-67.4,50,929.810513
-53.5,50,929.955956
-51.8,50,930.277019
-146.9,50,930.412441
-79.3,50,930.738985
-58.2,50,930.966048
-74.0,50,931.099355
-61.6,50,931.426736
-54.8,50,931.56698
-56.6,50,931.899403
-51.6,50,932.036576
-57.5,50,932.177663
-75.6,50,932.515851
-50.2,50,932.658238
-57.2,50,933.00972
-57.6,50,933.14259
-60.2,50,933.279577
-68.1,50,933.620947
-64.0,50,933.767795
-45.2,50,933.980589
-56.1,50,934.308738
-66.2,50,934.444808
-78.1,50,934.774115
-57.3,50,934.914772
-56.1,50,935.0512
-42.5,50,935.383768
-47.2,50,935.523397
-55.5,50,935.858209
-46.5,50,935.999522
-48.6,50,936.141298
-55.4,50,936.466274
-66.4,50,936.604325
-50.6,50,936.937371
-48.0,50,937.073452
-58.7,50,937.300313
-52.4,50,937.627632
-49.0,50,937.760228
-52.8,50,938.089567
-62.3,50,938.229529
-54.3,50,938.3711
-49.2,50,938.696129
-49.6,50,938.833491
-52.2,50,938.968892
-49.0,50,939.29469
-48.8,50,939.437019
-54.7,50,939.763191
-42.7,50,939.896665
-51.5,50,940.034053
-46.3,50,940.446585
-49.6,50,940.578871
-57.9,50,940.90828
-62.5,50,941.049714
-53.4,50,941.191169
-56.1,50,941.518468
-55.3,50,941.65279
-97.3,50,941.985704
-46.2,50,942.119999
-49.0,50,942.258119
-48.9,50,942.595248
-49.4,50,942.733509
-45.7,50,943.064673
-48.0,50,943.198335
-43.6,50,943.337225
-64.3,50,943.762944
-44.9,50,943.902102
-45.7,50,944.038763
-45.4,50,944.367445
-46.7,50,944.504246
-40.4,50,944.839858
-41.9,50,944.977488
-37.7,50,945.116039
-50.7,50,945.446213
-50.3,50,945.580676
-40.2,50,945.909863
-57.1,50,946.050606
-50.8,50,946.187876
-52.8,50,946.600234
-41.1,50,946.734598
-38.8,50,947.068835
-60.1,50,947.204089
-46.7,50,947.340035
-63.3,50,947.669143
-46.1,50,947.809161
-62.5,50,947.950476
-41.5,50,948.27649
-47.9,50,948.413697
-47.8,50,948.744465
-83.0,50,948.880715
-38.5,50,949.022753
-38.5,50,949.352884
-48.4,50,949.573513
-43.5,50,949.907303
-42.7,50,950.043669
-40.9,50,950.182928
-47.2,50,950.50973
-60.4,50,950.650663
-41.8,50,950.986393
-50.2,50,951.121648
-43.9,50,951.262616
-45.3,50,951.594601
-36.9,50,951.728162
-33.2,50,952.053768
-69.8,50,952.193696
-46.8,50,952.332543
-68.6,50,952.742336
-43.0,50,952.879679
-71.8,50,953.01733
-90.3,50,953.343736
-52.4,50,953.485101
-50.0,50,953.808947
-44.8,50,953.947096
-47.1,50,954.082603
-45.8,50,954.41073
-46.7,50,954.545868
-41.3,50,954.871516
-49.8,50,955.013425
-34.2,50,955.152063
-79.8,50,955.48202
-52.2,50,955.61757
-46.4,50,956.030724
-64.0,50,956.16629
-37.9,50,956.306037
-59.8,50,956.639789
-52.0,50,956.782198
-47.1,50,957.112029
-43.6,50,957.255032
-59.6,50,957.389421
-38.3,50,957.71386
-47.6,50,957.858008
-35.6,50,957.998249
-36.0,50,958.328558
-36.4,50,958.474536
-48.5,50,958.808906
-53.5,50,959.030392
-56.9,50,959.173189
-52.5,50,959.512397
-48.0,50,959.649714
-41.6,50,959.982032
-70.7,50,960.123216
-44.5,50,960.266229
-46.9,50,960.604713
-48.2,50,960.73994
-35.2,50,961.06854
-44.3,50,961.205963
-53.9,50,961.346673
-82.5,50,961.68323
-50.5,50,961.824764
-51.6,50,961.966932
-40.9,50,962.374911
-48.6,50,962.513368
-47.4,50,962.851186
-45.8,50,962.987799
-40.9,50,963.130928
-40.0,50,963.458281
-58.9,50,963.596494
-49.7,50,963.924706
-46.0,50,964.063846
-72.5,50,964.208037
-46.6,50,964.566684
-37.7,50,964.732642
-46.9,50,965.145987
-49.5,50,965.320649
-41.7,50,965.548759
-47.4,50,965.886817
-39.3,50,966.028168
-32.8,50,966.383038
-49.3,50,966.529477
-56.0,50,966.683047
-45.8,50,967.016131
-44.3,50,967.155064
-49.2,50,967.303373
-40.6,50,967.655998
-48.3,50,967.798611
-52.2,50,968.136348
-42.0,50,968.279544
-43.1,50,968.421999
-44.1,50,968.793397
-45.2,50,969.020312
-43.8,50,969.36189
-54.8,50,969.500533
-62.2,50,969.644651
-42.9,50,969.983033
-41.3,50,970.121966
-55.0,50,970.458065
-48.5,50,970.598641
-54.3,50,970.741535
-59.1,50,971.087486
-53.0,50,971.224851
-68.1,50,971.563003
-46.6,50,971.705114
-39.6,50,971.840357
-40.3,50,972.261423
-26.3,50,972.44453
-53.0,50,972.595349
-49.1,50,972.94306
-51.4,50,973.103295
-55.4,50,973.431303
-41.1,50,973.581733
-49.4,50,973.723523
-54.3,50,974.063046
-46.8,50,974.20075
-53.2,50,974.527761
-30.6,50,974.668981
-99.9,50,974.807548
-41.1,50,975.138209
-76.8,50,975.277997
-58.8,50,975.602666
-54.2,50,975.830002
-40.1,50,975.973965
-51.9,50,976.301293
-85.4,50,976.439443
-43.9,50,976.577427
-48.5,50,976.91277
-48.5,50,977.047226
-40.4,50,977.394745
-28.0,50,977.530843
-44.7,50,977.666056
-38.0,50,978.001601
-36.7,50,978.168994
-41.1,50,978.546819
-44.1,50,978.703371
-113.8,50,978.862405
-42.7,50,979.323203
-41.8,50,979.565998
-43.4,50,979.932468
-38.0,50,980.1226
-54.1,50,980.285175
-38.0,50,980.654826
-71.0,50,980.82707
-27.0,50,981.224628
-31.4,50,981.368547
-91.3,50,981.518363
-38.3,50,981.86001
-44.6,50,982.027648
-79.4,50,982.172694
-37.3,50,982.558717
-44.4,50,982.713215
-41.2,50,983.041942
-44.9,50,983.177533
-49.6,50,983.394964
-47.2,50,983.742254
-48.6,50,983.887897
-45.8,50,984.219563
-44.3,50,984.36773
-42.2,50,984.512328
-51.0,50,984.84119
-115.4,50,984.980006
-43.0,50,985.305922
-41.2,50,985.449468
-30.1,50,985.594485
-32.1,50,985.932905
-108.8,50,986.067818
-34.5,50,986.399934
-58.4,50,986.545153
-33.8,50,986.688771
-47.0,50,987.116493
-46.9,50,987.264808
-50.8,50,987.399432
-98.7,50,987.724256
-53.8,50,987.861491
-64.6,50,988.192477
-55.9,50,988.32682
-83.0,50,988.464959
-51.1,50,988.806908
-125.6,50,988.946987
-87.7,50,989.28198
-56.5,50,989.426381
-66.0,50,989.56489
-26.5,50,989.888585
-56.2,50,990.035869
-55.6,50,990.461516
-44.2,50,990.599961
-154.4,50,990.740258
-42.5,50,991.074497
-54.5,50,991.21091
-55.5,50,991.353338
-132.1,50,991.691907
-53.9,50,991.831993
-38.1,50,992.157696
-64.3,50,992.298713
-38.6,50,992.438706
-49.1,50,992.779154
-192.0,50,992.917735
-89.8,50,993.250087
-47.8,50,993.476494
-37.3,50,993.617548
-73.0,50,993.94551
-56.3,50,994.086995
-74.1,50,994.412303
-40.3,50,994.551379
-129.6,50,994.693124
-100.1,50,995.025259
-37.4,50,995.16312
